text,emotion
"When I left after the examination to enter the University, and even though I had studied the whole year I made a bad exam.",anger
"In the University we were convoked to a stroll like a freshman I was still innocent about the manipulation. On seeing the goal of the exaltation to poor character people, I felt anger on feeling myself mass of maneuver.",anger
Discussing with a certain person about a job I was getting and that perosn was negative and pessimistic.,anger
I was waiting to receive the participation on the profits and did not receive it.,anger
"Once, during a performance I did not sing the way I had to.",anger
I was angry when my abilities of a singer were underestimated.,anger
At a certain situation I felt myself neglected and undeservedly harmed.,anger
"I feel anger when I see a ""parent"" beating and punishing his child in the street. Recently I was a withness of a similar case.",anger
My brother accused me undeservedly before my parents. I was not guilty. He was misled by his wife.,anger
Someone stole my ski at Vitosha and of course I was the one to be blamed. I left them without supervision.,anger
A shop-assistant behaved rather roughly with me though she hadn't the slightest grounds for it.,anger
"When my mother decided to clean out my room and throw out what she thought was junk, without my knowing about it, so I returned home to find half my stuff gone.",anger
"When playing a football match, there was one player who made mean tackels, kicked at everything and did things having nothing to do with football.",anger
I felt anger against a colleague of mine during a rehearsal in acting. He hadn't learnt the text of an opera act in the course of several months and thus making difficulties for the rest of my colleagues.,anger
